City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Policarpo,PH,2021-10-20 23:16:56,12.1791,125.5072,81.55,80,88,4.16
296,George,ZA,2021-10-20 23:19:09,-33.963,22.4617,58.55,94,90,11.5
297,Srednekolymsk,RU,2021-10-20 23:19:09,67.45,153.6833,-5.3,94,82,2.01
298,Virden,US,2021-10-20 23:19:09,39.5009,-89.7679,73.85,66,36,13.4
299,Lixourion,GR,2021-10-20 23:19:10,38.2019,20.4314,64.53,73,3,3.47
300,Watertown,US,2021-10-20 23:19:10,42.3709,-71.1828,63.91,79,1,1.01
301,Aleksandrovsk-Sakhalinskiy,RU,2021-10-20 23:19:10,50.8975,142.1561,32.05,71,53,4.21
302,Fairbanks,US,2021-10-20 23:18:33,64.8378,-147.7164,42.76,60,40,5.75
303,Fare,PF,2021-10-20 23:16:22,-16.7,-151.0167,78.71,80,7,8.3
304,Parati,BR,2021-10-20 23:14:26,-23.2178,-44.7131,63.32,96,100,2.55
305,Padang,ID,2021-10-20 23:17:13,-0.9492,100.3543,73.45,90,100,3.2
306,Male,MV,2021-10-20 23:19:11,4.1748,73.5089,81.7,69,53,13.31
307,Camacha,PT,2021-10-20 23:19:11,33.0833,-16.3333,70.56,78,40,8.05
308,Veraval,IN,2021-10-20 23:19:12,20.9,70.3667,76.77,71,10,8.72
309,Hot Springs,US,2021-10-20 23:19:12,34.5037,-93.0552,78.51,56,40,5.01
310,Chuy,UY,2021-10-20 23:19:12,-33.6971,-53.4616,58.23,69,58,9.24
311,Norton,ZW,2021-10-20 23:19:13,-17.8833,30.7,58.32,81,54,7.76
312,Ambulu,ID,2021-10-20 23:19:13,-8.345,113.6058,77.09,86,100,1.86
313,Matara,LK,2021-10-20 23:18:43,5.9485,80.5353,76.84,88,94,5.19
314,Aswan,EG,2021-10-20 23:19:13,24.0934,32.907,74.97,36,0,17.69
315,Alofi,NU,2021-10-20 23:19:14,-19.0595,-169.9187,80.49,61,68,18.41
316,Corner Brook,CA,2021-10-20 23:19:14,48.9667,-57.9484,48.36,95,100,5.44
317,Nichinan,JP,2021-10-20 23:19:15,31.6,131.3667,60.48,68,100,9.04
318,Mehamn,NO,2021-10-20 23:19:15,71.0357,27.8492,34.47,60,100,25.03
319,Gwadar,PK,2021-10-20 23:19:15,25.1216,62.3254,78.21,75,7,5.95
320,Port-Gentil,GA,2021-10-20 23:19:15,-0.7193,8.7815,77.65,85,100,9.71
321,Coquimbo,CL,2021-10-20 23:19:16,-29.9533,-71.3436,56.93,82,20,10.36
322,Masvingo,ZW,2021-10-20 23:19:16,-20.0637,30.8277,56.26,78,0,5.19
323,Kinablangan,PH,2021-10-20 23:19:16,7.6947,126.5503,80.78,76,100,3.76
324,Benalla,AU,2021-10-20 23:19:17,-36.55,145.9833,65.57,73,100,4.5
325,Ojinaga,MX,2021-10-20 23:19:17,29.5667,-104.4167,92.41,27,1,0.0
326,San Patricio,US,2021-10-20 23:16:25,28.017,-97.5169,86.09,58,24,10.0
327,Lavrentiya,RU,2021-10-20 23:17:49,65.5833,-171.0,31.62,98,99,6.87
328,Qeshm,IR,2021-10-20 23:19:17,26.9581,56.2719,78.69,74,2,10.78
329,Basco,PH,2021-10-20 23:19:18,20.4487,121.9702,81.03,72,50,7.58
330,Tautira,PF,2021-10-20 23:17:02,-17.7333,-149.15,80.62,78,80,12.24
331,Opuwo,NA,2021-10-20 23:19:18,-18.0607,13.84,66.7,42,5,2.77
332,Pangkalanbuun,ID,2021-10-20 23:19:19,-2.6833,111.6167,74.7,96,94,0.76
333,Puerto Colombia,CO,2021-10-20 23:14:38,10.9878,-74.9547,77.09,79,88,10.02
334,Verkh-Usugli,RU,2021-10-20 23:19:19,52.7,115.1667,21.31,90,14,3.29
335,Ancud,CL,2021-10-20 23:19:19,-41.8697,-73.8203,53.13,93,100,8.81
336,Zabol,AF,2021-10-20 23:19:20,32.25,67.25,54.52,23,3,4.18
337,Hirado,JP,2021-10-20 23:19:20,33.3597,129.5531,58.35,57,100,7.81
338,Geraldton,AU,2021-10-20 23:19:20,-28.7667,114.6,66.13,77,75,10.36
339,Tankhoy,RU,2021-10-20 23:19:21,51.5528,105.1306,37.76,63,0,5.77
340,Marsaxlokk,MT,2021-10-20 23:19:21,35.8419,14.5431,65.08,94,0,2.3
341,Kununurra,AU,2021-10-20 23:15:03,-15.7667,128.7333,84.18,70,82,3.44
342,Khandyga,RU,2021-10-20 23:17:12,62.6667,135.6,19.35,95,100,1.43
343,Dandong,CN,2021-10-20 23:19:22,40.1292,124.3947,38.25,67,35,4.38
344,Sol-Iletsk,RU,2021-10-20 23:19:22,51.1631,54.9918,32.31,83,27,12.82
345,Namatanai,PG,2021-10-20 23:19:22,-3.6667,152.4333,81.12,80,100,5.55
346,Mitu,CO,2021-10-20 23:19:23,1.1983,-70.1733,73.31,97,100,2.13
347,Mogadishu,SO,2021-10-20 23:17:20,2.0371,45.3438,78.49,81,81,12.37
348,Kungurtug,RU,2021-10-20 23:19:23,50.5994,97.5228,22.66,73,51,3.09
349,Tamandare,BR,2021-10-20 23:19:23,-8.7597,-35.1047,77.7,85,8,8.25
350,Abu Dhabi,AE,2021-10-20 23:16:10,24.4667,54.3667,84.31,83,6,2.3
351,Mount Gambier,AU,2021-10-20 23:19:24,-37.8333,140.7667,63.61,66,55,6.8
352,Sumbe,AO,2021-10-20 23:19:24,-11.2061,13.8437,75.56,85,100,4.34
353,Pisco,PE,2021-10-20 23:19:24,-13.7,-76.2167,62.65,77,0,19.57
354,Iwanai,JP,2021-10-20 23:19:24,42.9744,140.5089,44.2,93,100,7.9
355,Turayf,SA,2021-10-20 23:19:25,31.6725,38.6637,59.25,58,0,4.61
356,Bac Lieu,VN,2021-10-20 23:19:25,9.285,105.7244,74.86,95,100,6.26
357,Obihiro,JP,2021-10-20 23:15:37,42.9172,143.2044,44.01,100,75,2.3
358,Roald,NO,2021-10-20 23:19:25,62.5833,6.1333,44.74,81,75,17.27
359,Anderson,US,2021-10-20 23:18:33,34.5334,-82.6499,70.43,75,1,1.01
360,Karlstadt,DE,2021-10-20 23:19:26,49.9603,9.7722,61.72,93,100,9.93
361,Nagato,JP,2021-10-20 23:19:26,34.3833,131.2,60.71,65,100,11.03
362,Ormara,PK,2021-10-20 23:19:26,25.2088,64.6357,78.69,74,7,10.13
363,Harper,LR,2021-10-20 23:19:27,4.375,-7.7169,77.99,86,60,8.7
364,Iqaluit,CA,2021-10-20 23:19:27,63.7506,-68.5145,31.73,80,90,4.0
365,Gizo,SB,2021-10-20 23:19:27,-8.103,156.8419,83.79,72,69,3.36
366,San Lazaro,BZ,2021-10-20 23:19:28,18.0387,-88.6622,76.71,94,96,5.03
367,Yar-Sale,RU,2021-10-20 23:19:28,66.8333,70.8333,28.45,85,89,6.17
368,Muros,ES,2021-10-20 23:19:28,42.7762,-9.0603,62.24,94,74,5.95
369,Manokwari,ID,2021-10-20 23:19:29,-0.8667,134.0833,81.32,73,99,4.16
370,Kjollefjord,NO,2021-10-20 23:19:29,70.9457,27.3465,33.84,61,100,24.02
371,Sesimbra,PT,2021-10-20 23:19:29,38.4445,-9.1015,67.26,91,0,7.38
372,Ariquemes,BR,2021-10-20 23:19:29,-9.9133,-63.0408,79.86,75,95,1.77
373,Tuatapere,NZ,2021-10-20 23:19:30,-46.1333,167.6833,52.11,55,93,3.38
374,Nome,US,2021-10-20 23:19:30,64.5011,-165.4064,35.17,93,90,6.91
375,Yaan,NG,2021-10-20 23:19:31,7.3833,8.5667,70.65,90,90,2.33
376,Luena,AO,2021-10-20 23:19:31,-11.7833,19.9167,63.21,87,90,0.45
377,Nanyang,CN,2021-10-20 23:19:31,32.9947,112.5328,47.1,90,83,2.28
378,Krasnoselkup,RU,2021-10-20 23:19:32,65.7,82.4667,32.29,73,99,7.23
379,Huarmey,PE,2021-10-20 23:19:32,-10.0681,-78.1522,65.35,85,77,11.5
380,Caravelas,BR,2021-10-20 23:19:32,-17.7125,-39.2481,70.92,88,100,15.7
381,Murray Bridge,AU,2021-10-20 23:15:06,-35.1167,139.2667,66.45,54,84,5.32
382,Saldanha,ZA,2021-10-20 23:16:42,-33.0117,17.9442,59.05,82,45,18.7
383,Ongandjera,NA,2021-10-20 23:19:33,-17.8833,15.0667,67.08,34,55,7.61
384,Havre-Saint-Pierre,CA,2021-10-20 23:19:33,50.2334,-63.5986,50.0,81,90,3.44
385,Baryshivka,UA,2021-10-20 23:19:33,50.361,31.3217,56.07,57,100,14.65
386,Hobyo,SO,2021-10-20 23:19:34,5.3505,48.5268,77.85,83,83,15.35
387,Kondopoga,RU,2021-10-20 23:19:34,62.2057,34.2614,35.28,98,100,9.57
388,Moscow,RU,2021-10-20 23:18:50,55.7522,37.6156,43.23,86,100,16.13
389,Los Llanos De Aridane,ES,2021-10-20 23:18:48,28.6585,-17.9182,69.55,83,0,10.36
390,Nizhniy Baskunchak,RU,2021-10-20 23:19:34,48.2198,46.8311,36.79,67,8,8.34
391,Touros,BR,2021-10-20 23:19:35,-5.1989,-35.4608,81.5,82,100,9.8
392,Pratapgarh,IN,2021-10-20 23:19:35,24.0333,74.7833,67.03,61,2,5.14
393,Codrington,AU,2021-10-20 23:19:35,-38.2667,141.9667,66.38,61,51,15.05
394,Mugur-Aksy,RU,2021-10-20 23:19:36,50.35,90.5,13.24,69,7,6.33
395,Kaman,IN,2021-10-20 23:19:36,27.65,77.2667,72.79,41,0,4.85
396,Jacarezinho,BR,2021-10-20 23:19:36,-23.1606,-49.9694,64.36,70,86,9.57
397,Husavik,IS,2021-10-20 23:19:37,66.0449,-17.3389,24.71,73,66,13.82
398,Grand Gaube,MU,2021-10-20 23:19:37,-20.0064,57.6608,73.38,75,53,3.0
399,Dinan,FR,2021-10-20 23:19:37,48.4167,-2.25,54.9,77,56,36.71
400,Cilegon,ID,2021-10-20 23:19:38,-6.0174,106.0538,78.69,77,98,2.37
401,Karasjok,NO,2021-10-20 23:19:38,69.4719,25.5112,28.51,91,100,23.22
402,Hualmay,PE,2021-10-20 23:19:38,-11.0964,-77.6139,65.39,82,68,12.53
403,Lebedinyy,RU,2021-10-20 23:19:39,58.5167,125.5167,24.62,95,100,7.58
404,Bourg-En-Bresse,FR,2021-10-20 23:19:39,46.1667,5.1667,66.34,74,94,19.95
405,Kyren,RU,2021-10-20 23:19:39,51.6828,102.1408,31.14,69,3,2.75
406,Liku,ID,2021-10-20 23:19:40,-0.7275,119.8922,77.65,90,100,0.83
407,Punta Gorda,US,2021-10-20 23:19:40,26.9298,-82.0454,82.99,61,1,5.75
408,Aripuana,BR,2021-10-20 23:19:41,-9.1667,-60.6333,79.18,72,78,1.19
409,Tupik,RU,2021-10-20 23:19:41,54.4253,119.9327,24.46,83,92,3.71
410,Urusha,RU,2021-10-20 23:19:41,54.05,122.9,28.98,65,99,3.24
411,Hohhot,CN,2021-10-20 23:17:30,40.8106,111.6522,21.49,73,0,4.47
412,Lashio,MM,2021-10-20 23:19:42,22.9333,97.75,65.52,100,83,1.01
413,Esperance,AU,2021-10-20 23:19:42,-33.8667,121.9,59.22,76,10,18.19
414,Idenao,CM,2021-10-20 23:19:42,4.2475,9.0047,77.04,87,100,3.15
415,Sabang,ID,2021-10-20 23:18:54,5.8933,95.3214,81.12,71,99,0.11
416,Bathsheba,BB,2021-10-20 23:19:43,13.2167,-59.5167,83.01,78,40,21.85
417,Catuday,PH,2021-10-20 23:19:43,16.2923,119.8062,79.14,84,88,7.29
418,Kloulklubed,PW,2021-10-20 23:15:49,7.0419,134.2556,81.1,75,100,5.28
419,Portland,US,2021-10-20 23:15:52,45.5234,-122.6762,64.09,68,75,1.99
420,Decatur,US,2021-10-20 23:17:35,39.8403,-88.9548,73.71,60,1,17.27
421,Lauterbach,DE,2021-10-20 23:19:44,50.6333,9.4,59.95,86,100,14.7
422,Bandarbeyla,SO,2021-10-20 23:19:44,9.4942,50.8122,76.53,84,36,6.51
423,La Romana,DO,2021-10-20 23:15:09,18.4273,-68.9728,82.13,89,40,0.0
424,Soc Trang,VN,2021-10-20 23:19:44,9.6033,105.98,75.16,97,100,4.32
425,Truckee,US,2021-10-20 23:14:50,39.328,-120.1833,64.02,70,40,9.22
426,Areka,ET,2021-10-20 23:19:45,7.0667,37.7,63.23,59,98,5.19
427,The Valley,AI,2021-10-20 23:15:52,18.217,-63.0578,82.54,83,40,9.22
428,Manado,ID,2021-10-20 23:19:45,1.487,124.8455,79.57,94,20,1.14
429,Ternate,ID,2021-10-20 23:19:45,0.8,127.4,81.66,77,30,3.42
430,Yerbogachen,RU,2021-10-20 23:19:46,61.2767,108.0108,33.98,92,100,9.48
431,Bubaque,GW,2021-10-20 23:16:28,11.2833,-15.8333,82.54,78,100,12.77
432,Atar,MR,2021-10-20 23:16:22,20.5169,-13.0499,82.94,16,3,10.18
433,Kurumkan,RU,2021-10-20 23:19:46,54.3,110.3,29.44,81,24,3.49
434,Sambava,MG,2021-10-20 23:19:46,-14.2667,50.1667,69.19,89,55,6.2
435,Koulamoutou,GA,2021-10-20 23:19:47,-1.1303,12.4736,70.21,100,100,1.83
436,San Francisco De Becerra,HN,2021-10-20 23:19:47,14.6333,-86.1,85.8,91,60,4.14
437,Avanigadda,IN,2021-10-20 23:19:47,16.0215,80.9181,76.01,91,51,4.85
438,Kiama,AU,2021-10-20 23:19:48,-34.6833,150.8667,70.38,76,56,6.51
439,Tonekabon,IR,2021-10-20 23:19:48,36.8163,50.8738,58.95,95,100,8.77
440,Parvatipuram,IN,2021-10-20 23:19:48,18.7833,83.4333,74.08,90,87,3.11
441,Paamiut,GL,2021-10-20 23:16:26,61.994,-49.6678,36.01,58,0,3.2
442,Pimenta Bueno,BR,2021-10-20 23:19:01,-11.6725,-61.1936,83.32,58,93,1.28
443,Rorvik,NO,2021-10-20 23:19:49,64.8621,11.2373,48.24,75,100,24.34
444,Carutapera,BR,2021-10-20 23:19:49,-1.195,-46.02,79.36,78,13,7.14
445,Chulman,RU,2021-10-20 23:19:50,56.8479,124.9104,22.17,97,89,3.8
446,Sarangani,PH,2021-10-20 23:19:50,5.4033,125.4636,82.04,73,100,2.66
447,Volta Redonda,BR,2021-10-20 23:19:50,-22.5231,-44.1042,59.79,97,100,3.78
448,Briancon,FR,2021-10-20 23:19:50,44.9,6.65,49.37,94,38,5.75
449,Bud,US,2021-10-20 23:19:51,39.447,-86.1758,67.91,67,32,9.28
450,San Luis,AR,2021-10-20 23:16:37,-33.295,-66.3356,72.32,26,4,9.06
451,Mendoza,AR,2021-10-20 23:16:03,-32.8908,-68.8272,78.33,36,20,3.44
452,Ribeira Brava,PT,2021-10-20 23:19:51,32.65,-17.0667,74.03,80,100,6.8
453,Kamaishi,JP,2021-10-20 23:19:51,39.2667,141.8833,49.15,66,6,8.16
454,Vila Franca Do Campo,PT,2021-10-20 23:19:52,37.7167,-25.4333,63.01,74,51,2.13
455,Xuddur,SO,2021-10-20 23:19:52,4.1213,43.8894,72.99,83,100,13.98
456,Camopi,GF,2021-10-20 23:19:52,3.1655,-52.3158,79.14,73,99,5.97
457,Te Anau,NZ,2021-10-20 23:19:53,-45.4167,167.7167,48.43,71,72,2.48
458,Peniche,PT,2021-10-20 23:19:53,39.3558,-9.3811,66.61,94,3,9.15
459,Rio Branco,BR,2021-10-20 23:18:32,-9.9747,-67.81,84.81,70,0,3.44
460,Abu Samrah,SY,2021-10-20 23:19:53,35.3029,37.1841,62.89,67,0,4.94
461,Nizhniy Tsasuchey,RU,2021-10-20 23:19:54,50.5167,115.1333,28.89,76,0,7.45
462,Praia,CV,2021-10-20 23:17:19,14.9215,-23.5087,81.14,54,0,19.57
463,Norman Wells,CA,2021-10-20 23:19:54,65.282,-126.8329,37.44,65,75,10.36
464,Hargeysa,SO,2021-10-20 23:19:54,9.56,44.065,69.12,41,56,5.86
465,Gat,IL,2021-10-20 23:19:55,31.61,34.7642,69.4,100,30,2.33
466,Alihe,CN,2021-10-20 23:19:55,50.5667,123.7167,27.97,83,40,2.95
467,Bulgan,MN,2021-10-20 23:19:55,48.8125,103.5347,30.65,49,0,1.77
468,Andenes,NO,2021-10-20 23:19:56,69.3143,16.1194,31.06,86,100,27.63
469,Komsomolskiy,UZ,2021-10-20 23:16:11,40.4272,71.7189,56.12,44,97,9.22
470,Wanning,CN,2021-10-20 23:15:52,18.8003,110.3967,77.22,91,79,0.78
471,Felsberg,DE,2021-10-20 23:19:56,51.1333,9.4167,61.88,82,90,14.97
472,Tongren,CN,2021-10-20 23:19:56,27.7172,109.1853,50.72,95,100,2.24
473,Cochrane,CA,2021-10-20 23:15:06,51.1834,-114.4687,48.42,61,75,12.66
474,Natal,BR,2021-10-20 23:19:57,-5.795,-35.2094,81.25,83,40,9.22
475,Udachnyy,RU,2021-10-20 23:17:55,66.4167,112.4,35.71,99,100,18.57
476,Bafoulabe,ML,2021-10-20 23:19:57,13.8065,-10.8321,83.05,53,100,2.35
477,Alyangula,AU,2021-10-20 23:19:58,-13.8483,136.4192,83.8,67,59,14.09
478,Buenavista,PH,2021-10-20 23:19:58,8.9769,125.4089,77.49,88,100,0.76
479,Broken Hill,AU,2021-10-20 23:19:39,-31.95,141.4333,74.66,25,30,15.03
480,Buraydah,SA,2021-10-20 23:19:58,26.326,43.975,75.65,30,0,8.81
481,Road Town,VG,2021-10-20 23:19:58,18.4167,-64.6167,82.2,94,20,0.0
482,Atherton,GB,2021-10-20 23:19:59,53.5237,-2.4935,50.7,94,51,1.01
483,Talnakh,RU,2021-10-20 23:19:59,69.4865,88.3972,27.45,95,100,13.4
484,Casper,US,2021-10-20 23:18:02,42.8666,-106.3131,52.39,54,1,17.27
485,Vitim,RU,2021-10-20 23:19:59,59.4511,112.5578,35.69,98,100,9.04
486,Belyy Yar,RU,2021-10-20 23:20:00,53.6039,91.3903,21.09,100,76,2.24
487,Qasigiannguit,GL,2021-10-20 23:20:00,68.8193,-51.1922,26.85,79,100,3.13
488,Daro,GN,2021-10-20 23:20:01,8.5185,-9.569,68.95,100,100,1.9
489,Viedma,AR,2021-10-20 23:20:01,-40.8135,-62.9967,62.17,47,0,17.25
490,Santa Maria,BR,2021-10-20 23:15:16,-29.6842,-53.8069,61.57,71,48,7.02
491,Agadez,NE,2021-10-20 23:20:02,19.75,10.25,81.91,14,26,6.89
492,Waipawa,NZ,2021-10-20 23:20:03,-41.4122,175.5153,59.04,64,100,7.65
493,Deputatskiy,RU,2021-10-20 23:20:03,69.3,139.9,-0.24,98,100,1.86
494,Nha Trang,VN,2021-10-20 23:16:40,12.25,109.1833,75.2,89,100,3.8
495,Bilibino,RU,2021-10-20 23:18:16,68.0546,166.4372,2.32,95,100,2.59
496,Coahuayana,MX,2021-10-20 23:20:04,18.7333,-103.6833,87.28,77,39,4.56
497,Mitsamiouli,KM,2021-10-20 23:20:05,-11.3847,43.2844,76.24,78,99,0.78
498,Chapada Dos Guimaraes,BR,2021-10-20 23:20:06,-15.4606,-55.7497,82.06,60,81,4.41
499,Olean,US,2021-10-20 23:20:06,42.0776,-78.4297,63.28,78,29,4.68
500,Dalvik,IS,2021-10-20 23:20:07,65.9702,-18.5286,24.73,67,41,8.81
501,Saint Anthony,US,2021-10-20 23:20:07,45.0205,-93.218,55.54,92,90,1.01
502,Isangel,VU,2021-10-20 23:20:08,-19.55,169.2667,84.31,74,100,8.05
503,Kieta,PG,2021-10-20 23:20:08,-6.2167,155.6333,83.46,75,81,3.33
504,Udarnyy,RU,2021-10-20 23:20:08,54.3409,42.8611,33.1,86,100,13.6
505,Kruisfontein,ZA,2021-10-20 23:20:08,-34.0033,24.7314,60.21,71,48,2.59
506,Port Lincoln,AU,2021-10-20 23:20:09,-34.7333,135.8667,63.21,75,68,11.88
507,Pozo Colorado,PY,2021-10-20 23:20:09,-23.4923,-58.7972,74.05,43,0,6.93
508,Ocampo,MX,2021-10-20 23:20:09,21.65,-101.5,76.28,36,1,8.95
509,Kushima,JP,2021-10-20 23:20:10,31.4583,131.2333,60.84,70,100,5.23
510,Taybad,IR,2021-10-20 23:20:10,34.74,60.7756,55.58,46,0,14.43
511,Nioro,GM,2021-10-20 23:18:08,13.35,-15.75,76.69,82,25,6.44
512,Kyaikto,MM,2021-10-20 23:20:11,17.3,97.0167,75.88,93,48,1.59
513,Bonthe,SL,2021-10-20 23:20:11,7.5264,-12.505,77.94,87,100,6.38
514,Rongcheng,CN,2021-10-20 23:20:11,30.634,117.8517,49.89,93,100,2.24
515,Visnes,NO,2021-10-20 23:20:12,59.3556,5.2242,46.58,81,75,18.41
516,Dingle,PH,2021-10-20 23:20:12,10.9995,122.6711,78.73,89,66,4.61
517,Mata,PT,2021-10-20 23:20:12,40.683,-7.4592,56.8,97,13,3.56
518,Batemans Bay,AU,2021-10-20 23:20:13,-35.7167,150.1833,71.2,75,95,4.56
519,Benidorm,ES,2021-10-20 23:20:13,38.5382,-0.131,69.78,59,100,8.12
520,Lorengau,PG,2021-10-20 23:16:29,-2.0226,147.2712,84.27,70,72,7.38
521,Kovdor,RU,2021-10-20 23:20:13,67.5662,30.4758,29.08,94,100,13.18
522,Muriwai Beach,NZ,2021-10-20 23:20:14,-36.8167,174.45,62.76,86,100,13.6
523,Myanaung,MM,2021-10-20 23:20:14,18.2833,95.3167,74.01,93,75,1.88
524,Port Moresby,PG,2021-10-20 23:20:14,-9.4431,147.1797,83.05,72,95,1.52
525,Koslan,RU,2021-10-20 23:20:15,63.4564,48.8989,27.79,78,92,6.96
526,Leh,IN,2021-10-20 23:16:19,34.1667,77.5833,40.57,44,0,3.71
527,Marzuq,YE,2021-10-20 23:20:15,14.4,46.4667,73.24,56,75,1.34
528,Ambon,ID,2021-10-20 23:20:07,-3.6954,128.1814,84.34,89,20,3.44
529,San Quintin,MX,2021-10-20 23:20:15,30.4833,-115.95,67.15,66,0,14.56
530,Zyryanka,RU,2021-10-20 23:20:16,65.75,150.85,-0.83,83,48,5.17
531,Madrid,ES,2021-10-20 23:17:00,40.4165,-3.7026,68.23,69,0,7.0
532,Puerto Quijarro,BO,2021-10-20 23:20:16,-17.7833,-57.7667,85.78,30,26,0.94
533,Juneau,US,2021-10-20 23:15:19,58.3019,-134.4197,50.0,87,90,16.11
534,Klaksvik,FO,2021-10-20 23:20:16,62.2266,-6.589,41.92,65,82,35.03
535,Vitina,BA,2021-10-20 23:19:07,43.2375,17.4839,45.97,91,16,2.44
536,Biak,ID,2021-10-20 23:20:17,-0.9131,122.8766,79.81,70,82,1.99
537,Alpine,US,2021-10-20 23:20:17,32.835,-116.7664,75.27,51,1,5.99
538,Kismayo,SO,2021-10-20 23:20:17,-0.3582,42.5454,77.59,81,100,10.67
539,Ahuimanu,US,2021-10-20 23:20:18,21.4447,-157.8378,84.78,48,20,12.66
540,Aliwal North,ZA,2021-10-20 23:20:18,-30.6937,26.7114,60.73,35,88,3.24
541,Imeni Poliny Osipenko,RU,2021-10-20 23:20:18,52.4201,136.4853,20.25,88,49,4.81
542,Xixiang,CN,2021-10-20 23:20:18,35.1628,112.865,48.45,83,0,6.44
543,Pitea,SE,2021-10-20 23:20:19,65.3172,21.4794,33.1,97,100,12.5
544,Alice Springs,AU,2021-10-20 23:19:41,-23.7,133.8833,76.55,31,0,11.5
545,Yelan-Koleno,RU,2021-10-20 23:20:19,51.1523,41.2306,40.33,48,98,14.14
546,Sawakin,SD,2021-10-20 23:20:19,19.1059,37.3321,80.58,75,12,8.68
547,Nampa,US,2021-10-20 23:20:20,43.5407,-116.5635,69.91,33,1,6.91
548,Adrar,MR,2021-10-20 23:20:20,20.5022,-10.0711,77.04,19,5,11.61
549,Skjervoy,NO,2021-10-20 23:17:40,70.0311,20.9714,32.29,76,100,25.1
550,Ugoofaaru,MV,2021-10-20 23:20:20,5.6667,73.0,81.66,72,82,11.03
551,Sinnar,SD,2021-10-20 23:20:21,13.5691,33.5672,84.72,41,32,7.54
552,Kajaani,FI,2021-10-20 23:20:21,64.2273,27.7285,33.85,100,90,5.75
553,Ranot,TH,2021-10-20 23:20:21,7.7777,100.3213,79.88,80,98,7.34
554,Ferkessedougou,CI,2021-10-20 23:20:22,9.6,-5.2,74.53,88,91,4.52
555,Puerto Escondido,MX,2021-10-20 23:20:22,15.85,-97.0667,79.63,69,90,6.91
556,Mangalia,RO,2021-10-20 23:20:22,43.8,28.5833,55.09,76,3,12.17
557,Bolshoye Nagatkino,RU,2021-10-20 23:20:22,54.5196,47.9679,32.97,72,95,7.87
558,Tres Picos,MX,2021-10-20 23:20:23,15.8667,-93.5333,79.36,88,100,1.1
559,Mwinilunga,ZM,2021-10-20 23:20:23,-11.7358,24.4293,65.8,73,96,2.28
560,Bela Vista De Goias,BR,2021-10-20 23:20:23,-16.9728,-48.9533,76.35,83,67,3.36
561,Honningsvag,NO,2021-10-20 23:20:24,70.9821,25.9704,35.87,61,100,29.73
562,Cayenne,GF,2021-10-20 23:20:24,4.9333,-52.3333,83.08,81,0,3.0
563,Ixtapa,MX,2021-10-20 23:20:24,20.7,-105.2,87.03,66,75,8.05
564,Luangwa,ZM,2021-10-20 23:20:25,-15.6167,30.4167,72.79,62,20,9.13
565,Stornoway,GB,2021-10-20 23:20:25,58.2093,-6.3865,44.56,81,75,18.41
566,Amapa,BR,2021-10-20 23:20:25,1.0,-52.0,81.43,61,62,5.68
567,Severo-Kurilsk,RU,2021-10-20 23:20:25,50.6789,156.125,36.07,63,81,22.91
568,Anchorage,US,2021-10-20 23:16:56,61.2181,-149.9003,44.42,85,90,1.01
569,Teguldet,RU,2021-10-20 23:20:26,57.3064,88.1667,35.37,82,76,5.12
570,Medea,DZ,2021-10-20 23:20:26,36.2642,2.7539,50.45,42,1,7.52
571,Gumdag,TM,2021-10-20 23:20:26,39.2061,54.5906,57.22,51,97,9.75
572,Forbes,AU,2021-10-20 23:20:27,-33.3833,148.0167,71.92,45,100,6.29
573,Ostrovnoy,RU,2021-10-20 23:20:27,68.0531,39.5131,32.13,73,100,16.64
574,Petropolis,RU,2021-10-20 23:20:27,59.8944,30.2642,55.54,91,90,8.95
575,Saravan,AM,2021-10-20 23:20:28,39.7196,45.6483,34.45,78,45,5.41
576,Batie,BF,2021-10-20 23:20:28,9.8833,-2.9167,76.69,81,98,2.75
577,La Sarre,CA,2021-10-20 23:20:28,48.8002,-79.1996,38.05,84,100,4.61
578,Marsh Harbour,BS,2021-10-20 23:20:29,26.5412,-77.0636,79.16,61,88,15.75
579,Mersing,MY,2021-10-20 23:20:29,2.4312,103.8405,73.31,100,71,4.61
580,Oda,JP,2021-10-20 23:17:21,35.1833,132.5,48.97,64,100,8.93
581,Lazaro Cardenas,MX,2021-10-20 23:17:39,17.9583,-102.2,83.48,77,96,4.81
582,Atambua,ID,2021-10-20 23:20:29,-9.1061,124.8925,80.17,69,93,0.65
